area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d1372,314,314,0,123,169,6,72,80,75,155,188,27,26,46,122,331,52
d1373,290,290,0,100,164,6,90,78,78,173,162,23,22,36,134,314,52
d1374,249,249,0,85,132,11,93,72,92,128,154,14,15,27,92,284,72
d1375,266,0,266,58,196,3,38,16,5,171,156,72,77,59,262,160,16
d1376,294,294,0,85,186,7,69,89,70,175,159,29,25,31,140,320,56
d1377,287,287,0,109,156,13,40,78,60,151,163,26,22,35,119,307,39
d1378,316,0,316,127,177,5,29,8,5,131,154,122,105,57,280,186,2
d1379,289,0,289,78,205,5,4,8,10,150,170,79,90,61,262,173,11
d1380,270,0,270,66,194,4,27,11,12,162,160,81,67,42,290,142,19
d1381,274,274,0,106,142,14,52,83,77,151,134,22,17,23,71,310,80
d1382,287,287,0,110,161,11,23,69,52,158,165,26,18,34,106,306,42
d1383,302,302,0,117,180,3,8,35,29,162,166,38,64,68,182,226,18
d1384,293,293,0,127,131,15,89,92,83,148,168,16,16,34,95,314,80
d1385,304,304,0,136,138,10,91,82,96,159,158,16,22,32,73,337,91
d1386,283,0,283,73,197,4,39,11,11,166,156,89,85,60,278,172,8
d1387,288,0,288,108,165,8,31,5,10,147,128,100,103,43,282,168,0
d1388,274,0,274,74,193,2,24,12,7,171,167,75,58,37,191,241,21
d1389,204,204,0,35,92,38,180,121,130,94,110,27,31,12,51,360,90
d1390,313,0,313,121,190,2,0,12,12,136,112,122,113,31,181,261,34
d1391,268,268,0,111,128,8,97,86,95,127,136,20,24,28,74,322,64
d1392,263,0,263,65,189,1,39,12,12,158,154,67,82,74,257,144,10
d1393,305,305,0,120,178,3,17,33,31,174,171,43,50,72,214,203,13
d1394,267,267,0,97,150,7,59,70,63,147,151,21,25,33,107,273,64
d1395,298,298,0,105,175,10,35,67,65,162,181,23,22,43,111,313,53
d1396,309,0,309,127,180,1,4,9,10,114,112,110,139,40,191,239,24
d1397,282,282,0,93,160,14,70,78,69,169,166,20,23,36,139,308,42
d1398,313,0,313,98,215,0,0,14,11,196,171,72,64,36,178,282,32
d1399,280,0,280,61,208,4,28,11,15,178,154,80,79,63,269,176,9
d1400,259,0,259,94,152,3,44,11,7,136,101,100,96,54,258,139,0
d1401,263,0,263,61,192,5,23,12,11,165,139,83,73,48,273,156,6
d1402,248,248,0,84,127,15,97,94,85,136,124,22,19,24,86,298,72
d1403,304,0,304,113,178,2,49,11,11,141,148,116,97,73,292,157,2
d1404,203,203,0,40,95,27,180,108,117,103,110,23,30,9,42,360,80
d1405,192,192,0,33,87,22,228,117,113,109,103,26,33,9,64,356,72
d1406,326,326,0,144,176,3,13,34,28,172,172,61,51,84,201,214,19
d1407,196,196,0,33,91,27,201,119,129,108,92,25,24,9,58,355,75
d1408,269,0,269,68,191,3,35,9,8,144,183,74,76,61,253,162,18
d1409,271,0,271,69,183,5,61,5,15,194,157,73,67,63,267,170,11
d1410,288,288,0,113,159,5,46,31,37,168,158,52,46,67,207,199,19
d1411,317,317,0,144,165,3,21,35,27,161,174,54,53,74,198,215,17
d1412,291,291,0,90,185,13,15,54,62,162,166,24,46,50,120,307,37
d1413,302,0,302,99,198,1,18,18,13,170,172,64,79,36,197,256,27
d1414,285,285,0,110,152,6,74,79,74,148,157,25,23,38,120,293,55
d1415,318,0,318,139,175,3,5,11,11,116,118,133,114,45,194,237,27
d1416,279,0,279,103,168,3,25,5,7,126,140,97,98,57,264,150,2
d1417,270,270,0,91,140,16,97,110,83,151,128,19,25,35,89,323,69
d1418,270,270,0,91,148,12,87,63,63,148,180,29,27,39,120,307,44
d1419,183,183,0,33,77,21,227,141,94,91,102,20,29,7,35,369,66
d1420,311,311,0,138,168,2,13,32,27,175,152,54,53,68,188,225,12
d1421,297,297,0,124,163,2,38,33,25,160,176,52,48,70,174,223,27
d1422,320,320,0,159,122,14,116,116,97,136,166,22,24,38,102,332,89
d1423,260,0,260,49,206,2,14,12,19,174,164,58,54,37,204,220,20
d1424,289,289,0,114,151,9,62,89,78,148,153,25,12,23,84,326,72
d1425,287,0,287,81,195,5,29,5,9,138,125,117,121,61,291,162,1
d1426,197,197,0,46,87,22,185,115,114,89,97,27,29,9,46,339,77
d1427,281,281,0,75,180,13,55,83,55,167,177,23,24,36,108,334,51
d1428,256,0,256,59,186,2,39,8,12,158,147,73,78,51,262,152,11
d1429,286,0,286,84,200,1,6,4,16,166,153,86,68,39,195,235,24
d1430,309,309,0,135,167,6,4,26,39,171,152,50,53,72,209,199,11
d1431,276,0,276,68,203,0,25,5,8,166,163,81,76,54,262,173,10
d1432,280,0,280,73,192,3,54,10,9,146,183,92,80,61,284,159,16
d1433,270,0,270,68,191,3,38,9,12,167,147,79,83,54,275,155,13
d1434,271,271,0,89,158,9,68,58,65,153,172,23,29,27,114,309,50
d1435,289,289,0,128,124,13,106,88,104,135,157,13,24,25,84,339,73
d1436,278,0,278,57,214,4,14,13,11,184,154,61,88,54,264,179,14
d1437,262,0,262,67,188,1,30,11,11,147,151,70,86,52,257,160,7
d1438,255,0,255,63,178,5,38,18,9,131,164,81,69,44,261,155,12
d1439,320,320,0,139,174,4,13,30,26,184,165,53,54,70,212,207,23
d1440,312,0,312,139,169,0,19,5,8,117,99,130,137,45,190,232,29
d1441,279,0,279,88,179,3,39,15,18,150,155,84,72,62,257,161,14
d1442,306,306,0,144,154,2,27,30,27,154,172,58,44,65,207,193,20
d1443,337,337,0,156,175,2,18,30,30,180,172,62,56,73,194,242,21
d1444,289,0,289,76,201,6,25,8,7,182,163,71,90,68,286,151,16
d1445,283,0,283,78,194,4,35,13,11,174,159,84,72,57,267,174,15
d1446,269,0,269,64,197,2,26,13,8,167,186,51,65,22,195,247,26
d1447,268,0,268,64,192,2,47,9,7,161,155,83,86,47,272,173,9
d1448,317,317,0,147,161,2,32,27,39,152,187,58,44,68,215,211,13
d1449,277,277,0,98,151,12,71,67,70,169,153,28,20,31,125,294,57
d1450,279,279,0,95,160,9,68,76,60,169,149,25,31,33,105,305,67
d1451,262,0,262,70,181,3,34,7,7,157,160,75,69,67,246,151,11
d1452,261,261,0,85,151,9,69,78,59,136,160,23,27,27,117,290,49
d1453,301,0,301,107,183,5,26,10,11,125,140,122,106,65,298,151,0
d1454,267,0,267,62,189,9,30,16,7,160,157,81,76,62,271,145,19
d1455,264,0,264,59,200,1,17,14,13,163,151,64,74,54,252,157,16
d1456,265,265,0,103,123,17,100,84,116,154,111,22,13,25,67,328,80
d1457,284,0,284,106,164,3,48,10,6,136,131,111,97,61,274,154,2
d1458,265,265,0,91,149,11,66,62,77,144,159,25,21,23,110,295,60
d1459,262,262,0,91,136,14,95,82,96,148,134,18,22,22,86,329,63
d1460,309,0,309,125,175,5,19,6,14,123,121,120,125,68,282,156,3
d1461,298,298,0,142,149,5,9,21,32,143,177,41,50,68,187,190,19
d1462,282,282,0,99,162,7,68,66,55,171,154,41,25,42,136,296,38
d1463,254,0,254,59,187,1,29,15,9,147,159,68,67,57,253,146,9
d1464,277,277,0,104,134,19,92,86,98,139,151,20,27,34,88,321,78
d1465,272,0,272,71,192,4,22,10,4,150,156,91,78,54,272,151,12
d1466,279,0,279,63,202,3,49,11,14,173,162,70,95,49,278,187,11
d1467,325,325,0,142,177,2,17,31,27,163,178,60,60,81,202,219,17
d1468,288,288,0,109,155,12,50,67,64,151,167,32,24,38,115,310,42
d1469,271,0,271,72,192,2,22,16,11,167,158,76,56,46,257,165,16
d1470,276,276,0,100,162,6,38,59,72,130,166,28,25,39,115,275,51
d1471,303,303,0,124,171,1,30,22,35,189,151,45,57,68,212,202,17
d1472,275,0,275,86,183,1,22,10,12,156,171,65,63,34,177,244,22
d1473,276,276,0,98,154,12,54,55,70,159,159,28,25,36,110,291,59
d1474,334,0,334,153,178,3,0,12,12,117,114,132,131,39,185,260,34
d1475,198,198,0,44,89,29,160,106,122,102,91,14,34,12,58,330,69
d1476,305,0,305,119,183,1,10,9,6,110,116,128,129,48,209,219,22
d1477,300,0,300,88,206,2,17,13,12,173,159,93,73,57,297,160,9
d1478,284,284,0,101,141,18,105,80,105,151,162,19,25,39,86,330,87
d1479,267,0,267,69,182,7,43,16,18,165,147,82,69,58,259,167,13
d1480,273,273,0,94,157,9,60,77,53,160,161,22,22,27,133,286,49
d1481,286,0,286,129,151,2,18,6,5,117,110,106,111,38,156,243,18
d1482,215,215,0,41,106,34,149,128,108,91,117,30,30,9,53,364,78
d1483,264,264,0,102,127,11,107,74,93,150,137,24,18,20,78,314,84
d1484,295,295,0,115,163,5,50,63,64,163,171,24,21,35,118,303,50
d1485,272,272,0,109,153,5,22,32,29,144,155,36,56,53,189,195,15
d1486,271,0,271,79,185,4,13,10,8,168,159,62,67,60,257,147,10
d1487,291,0,291,102,180,5,18,6,9,118,121,115,126,37,183,241,34
d1488,276,276,0,95,141,21,84,100,88,148,151,15,22,31,86,319,88
d1489,267,267,0,86,155,11,65,64,55,156,169,30,20,31,117,300,46
d1490,274,274,0,92,155,10,76,69,67,153,168,31,20,30,137,290,51
d1491,286,286,0,110,140,13,106,90,105,137,163,20,20,29,99,341,66
d1492,301,301,0,138,155,4,19,20,30,171,170,48,40,61,194,208,16
d1493,273,0,273,71,194,1,30,12,13,137,181,84,65,53,266,161,12
d1494,281,281,0,116,134,13,83,89,87,144,151,18,17,32,84,324,66
d1495,289,289,0,129,125,9,116,87,100,164,145,12,14,25,83,331,83
d1496,318,0,318,93,222,2,4,12,18,182,179,79,77,26,234,271,16
d1497,279,279,0,104,136,20,82,83,97,158,136,24,20,35,89,317,77
d1498,250,250,0,92,119,18,98,94,72,131,141,21,23,28,86,295,73
d1499,258,258,0,75,154,9,87,71,72,155,163,16,20,27,96,315,59
d1500,279,279,0,89,170,5,67,70,69,166,157,23,26,39,119,300,53
d1501,278,278,0,95,148,15,87,64,77,162,179,20,21,26,133,314,50
d1502,269,269,0,97,147,9,72,67,62,159,150,26,26,33,126,284,47
d1503,208,208,0,44,92,33,182,131,127,96,102,28,25,7,57,371,74
d1504,267,0,267,68,194,3,10,11,16,165,143,60,80,63,243,161,8
d1505,298,298,0,98,175,10,66,74,75,167,182,22,24,37,122,325,60
d1506,274,274,0,82,167,12,56,70,69,157,162,25,25,29,123,299,57
d1507,293,293,0,102,160,15,70,71,73,162,172,31,28,47,113,329,48
d1508,270,0,270,68,193,2,29,10,15,163,165,70,66,57,256,161,15
d1509,337,337,0,145,187,1,18,34,35,187,175,51,58,64,221,233,22
d1510,309,309,0,132,174,0,13,22,30,162,174,51,54,59,215,202,17
d1511,281,281,0,94,167,8,55,67,65,136,173,30,36,40,116,307,44
d1512,294,0,294,89,201,3,4,23,18,161,178,73,51,33,214,238,19
d1513,278,278,0,83,173,7,67,70,70,178,152,28,19,38,110,316,53
d1514,285,285,0,110,157,8,45,59,65,169,157,18,25,46,115,280,52
d1515,297,297,0,123,169,3,8,32,32,153,146,48,67,63,187,214,14
d1516,265,265,0,89,149,15,57,66,71,153,148,24,27,33,111,300,45
d1517,265,265,0,93,160,5,31,60,60,149,139,25,26,39,91,264,65
d1518,285,0,285,74,202,3,24,12,11,156,177,72,83,51,288,160,12
d1519,268,0,268,76,175,7,47,8,11,134,120,121,100,68,279,145,2
d1520,247,247,0,88,130,9,89,74,68,142,148,12,20,31,95,289,49
d1521,276,0,276,75,195,2,17,12,17,171,166,63,59,22,181,258,27
d1522,283,283,0,96,164,13,47,61,72,144,189,23,21,21,122,324,43
d1523,291,291,0,123,159,5,20,29,29,161,162,43,52,57,214,187,18
d1524,305,0,305,93,206,2,17,18,18,163,190,78,61,43,193,270,22
d1525,275,275,0,101,158,7,40,63,64,152,158,23,18,36,100,288,54
d1526,275,275,0,115,125,13,100,86,87,140,155,19,17,34,86,317,67
d1527,297,297,0,98,176,10,56,74,72,162,178,31,19,32,122,330,52
d1528,278,0,278,71,193,5,41,5,8,153,151,104,92,60,267,178,8
d1529,287,0,287,84,195,2,25,18,8,189,156,69,65,56,267,172,10
d1530,185,185,0,31,90,20,197,98,109,90,111,25,35,7,47,350,64
d1531,283,0,283,77,202,2,8,13,11,172,186,66,47,36,213,229,17
d1532,298,298,0,107,173,7,55,81,66,165,169,23,25,33,123,325,48
d1533,300,0,300,73,221,3,12,9,10,188,167,82,80,47,308,168,13
d1534,279,279,0,99,159,8,55,67,65,162,165,21,16,41,121,282,52
d1535,323,323,0,147,172,1,14,24,39,166,182,55,42,66,201,228,13
d1536,303,0,303,75,220,2,25,12,12,179,183,82,78,76,274,180,16
d1537,282,282,0,113,130,13,113,95,99,151,132,21,27,31,79,333,82
d1538,284,0,284,100,174,6,19,7,7,128,130,109,104,64,271,148,2
d1539,270,270,0,115,123,14,79,90,67,136,147,18,24,42,82,289,69
d1540,270,270,0,97,148,11,67,67,66,164,147,19,30,40,109,288,56
d1541,269,269,0,91,162,5,50,84,58,138,147,28,25,30,105,297,48
d1542,249,0,249,64,175,3,28,5,16,151,157,62,60,49,245,148,9
d1543,273,0,273,64,199,5,24,12,12,168,152,81,76,47,280,162,12
d1544,287,0,287,100,176,3,35,9,4,119,145,104,115,66,257,172,1
d1545,298,298,0,107,163,8,90,69,86,150,180,25,37,36,114,348,49
d1546,266,266,0,104,133,10,83,95,73,137,139,20,19,24,67,323,69
d1547,283,283,0,88,179,8,35,58,62,160,170,29,26,37,110,308,50
d1548,277,277,0,90,162,13,56,66,64,166,170,19,24,45,114,294,56
d1549,304,0,304,124,175,2,14,5,6,107,113,129,134,43,191,233,27
d1550,295,0,295,71,217,4,13,14,10,175,159,98,74,56,306,157,11
d1551,310,310,0,139,160,4,33,38,33,169,168,45,51,73,197,212,22
d1552,271,0,271,65,197,5,17,9,13,174,170,55,70,56,271,150,14
d1553,267,267,0,99,149,12,32,53,71,134,154,24,29,34,120,264,47
d1554,282,282,0,112,135,19,73,71,84,150,160,23,24,32,93,320,67
d1555,297,0,297,95,191,6,21,10,12,154,122,102,116,64,278,171,3
d1556,309,0,309,106,192,3,38,10,10,143,143,121,110,74,291,171,1
d1557,283,0,283,81,193,2,29,4,11,183,153,70,81,56,286,152,8
d1558,286,0,286,84,195,2,20,13,11,164,179,68,65,25,208,247,20
d1559,273,273,0,100,138,16,85,93,84,156,135,22,19,32,89,312,76
d1560,318,318,0,135,175,3,22,32,19,175,175,58,57,85,221,190,20
d1561,272,272,0,84,162,7,85,56,82,162,163,31,20,37,117,312,48
d1562,280,280,0,108,151,6,68,64,69,160,159,22,22,32,113,297,54
d1563,274,274,0,95,163,10,27,53,53,162,168,20,22,39,105,299,35
d1564,280,280,0,104,147,17,51,87,85,141,144,18,25,25,97,306,72
d1565,284,284,0,95,166,9,63,63,67,168,169,27,23,33,124,311,49
d1566,271,271,0,113,128,10,89,79,86,150,133,22,18,31,73,307,77
d1567,288,288,0,103,158,8,81,82,94,167,139,26,16,37,85,313,89
d1568,278,278,0,102,158,6,54,62,52,163,158,27,28,33,129,290,38
d1569,303,303,0,152,147,1,14,22,30,165,150,46,50,58,174,212,19
d1570,181,181,0,28,87,22,195,126,116,100,80,24,17,7,43,344,69
d1571,260,260,0,96,127,17,89,83,80,149,140,16,22,27,78,310,75
d1572,282,282,0,102,142,9,126,93,95,163,149,20,19,30,78,361,70
d1573,219,219,0,40,106,23,224,131,131,101,113,35,34,10,60,382,93
d1574,287,287,0,118,133,12,103,107,86,142,146,16,26,34,86,330,73
d1575,286,286,0,113,131,18,104,96,91,154,145,28,19,34,89,344,66
d1576,304,304,0,145,153,4,11,39,32,153,155,47,48,85,183,183,23
d1577,213,213,0,40,106,30,172,133,117,83,117,31,33,8,56,362,88
d1578,300,300,0,126,144,13,75,87,87,146,158,31,19,45,92,316,75
d1579,272,272,0,97,140,16,84,88,80,143,152,25,21,25,75,322,87
d1580,282,282,0,117,120,21,100,96,110,132,141,24,17,32,99,318,71
d1581,299,0,299,107,191,0,5,10,7,120,95,152,110,36,190,237,31
d1582,252,0,252,60,185,3,18,12,14,152,151,54,74,58,237,155,7
d1583,278,278,0,102,141,14,93,73,106,163,130,22,25,31,83,317,88
d1584,292,0,292,82,207,1,11,8,9,180,165,74,74,38,207,240,25
d1585,272,272,0,89,163,11,39,62,63,154,157,31,20,38,107,297,45
d1586,283,0,283,79,196,0,38,13,11,181,152,81,71,53,268,173,15
d1587,275,0,275,73,187,5,48,12,16,167,149,88,78,56,261,183,10
d1588,260,260,0,104,129,7,93,75,86,154,121,25,15,18,91,302,65
d1589,287,287,0,110,140,12,108,90,96,165,149,19,15,30,91,338,75
d1590,280,0,280,67,208,2,13,8,20,173,167,56,78,34,202,244,22
d1591,204,204,0,34,97,33,179,127,116,102,109,28,24,5,52,366,83
d1592,214,214,0,43,103,28,180,126,121,97,109,28,32,9,61,361,82
d1593,286,0,286,69,210,3,18,10,17,177,162,74,76,66,261,182,7
d1594,301,301,0,128,165,4,18,38,32,144,166,50,58,72,188,211,17
d1595,270,0,270,62,197,3,40,11,14,181,146,76,77,56,279,161,9
d1596,280,280,0,99,151,14,70,72,61,153,165,29,33,38,141,277,57
d1597,301,0,301,105,186,2,36,12,8,133,142,108,116,65,311,142,1
d1598,283,0,283,67,207,3,26,6,8,187,175,82,58,65,285,151,15
d1599,253,253,0,88,148,4,59,61,53,140,146,26,29,29,104,274,48
d1600,285,0,285,87,194,2,10,11,16,155,179,61,69,32,183,248,28
d1601,287,287,0,126,140,12,39,69,85,136,145,24,22,31,71,306,73
d1602,251,0,251,60,182,2,34,6,14,153,156,77,58,49,262,140,13
d1603,286,0,286,84,200,1,4,16,17,177,166,61,54,30,178,264,19
d1604,280,280,0,86,168,11,67,75,62,164,157,42,22,40,123,307,52
d1605,326,0,326,140,179,3,16,9,6,127,129,116,136,36,197,267,23
d1606,277,277,0,105,144,14,64,92,85,157,132,19,14,25,78,317,79
d1607,263,0,263,68,184,6,22,11,5,136,176,78,70,69,233,164,10
d1608,323,323,0,138,173,3,42,27,33,186,171,61,57,72,214,233,16
d1609,284,0,284,78,199,3,19,11,16,178,171,59,69,45,182,245,32
d1610,330,0,330,151,176,2,4,10,11,97,132,134,129,50,201,236,26
d1611,270,0,270,74,183,7,24,8,9,163,150,86,69,45,283,144,13
d1612,294,0,294,91,199,3,4,11,14,177,179,51,70,37,208,230,27
d1613,270,270,0,114,120,13,103,91,91,136,141,17,20,30,78,315,73
d1614,270,270,0,88,157,6,89,82,52,150,174,28,23,33,119,300,57
d1615,338,338,0,155,176,3,19,32,36,157,201,60,49,67,221,227,20
d1616,276,0,276,71,199,0,25,17,11,156,184,65,61,39,198,237,20
d1617,291,291,0,106,161,14,45,62,63,180,159,25,26,29,111,322,53
d1618,308,308,0,136,147,12,59,73,81,174,144,27,26,23,96,343,63
d1619,195,195,0,29,101,28,161,109,109,111,98,24,25,15,54,346,61
d1620,265,0,265,68,188,3,28,9,7,158,145,88,74,52,251,165,13
d1621,278,278,0,96,156,7,83,68,72,169,154,25,24,31,123,313,45
d1622,320,320,0,139,177,1,12,27,35,187,154,56,49,64,200,222,22
d1623,291,0,291,68,209,8,27,14,16,171,181,73,82,69,289,166,13
d1624,272,0,272,67,192,4,37,5,8,164,170,78,75,66,271,155,8
d1625,293,293,0,101,170,10,55,75,63,165,174,29,20,29,120,317,60
d1626,282,0,282,70,197,11,19,14,8,154,169,86,85,62,275,166,13
d1627,209,209,0,46,99,28,162,108,112,106,112,26,26,7,59,336,88
d1628,293,293,0,98,168,8,86,74,64,157,187,32,30,34,131,317,62
d1629,311,0,311,120,181,2,35,6,14,119,132,126,126,64,308,151,0
d1630,286,0,286,94,178,6,39,5,8,138,149,104,103,84,261,160,2
d1631,291,0,291,91,195,3,12,23,11,171,165,68,64,42,197,237,26
d1632,208,208,0,45,106,22,160,97,108,110,102,35,31,15,60,337,71
d1633,290,0,290,79,200,3,36,9,15,175,159,75,91,54,289,170,11
d1634,307,307,0,137,166,1,14,29,30,169,161,49,48,63,192,212,19
d1635,320,320,0,144,171,4,4,32,30,177,173,40,50,82,195,207,18
d1636,295,0,295,113,165,5,53,6,8,130,137,116,114,58,306,145,2
d1637,244,0,244,54,175,7,36,13,6,141,160,65,76,54,241,160,6
d1638,277,0,277,64,204,3,25,16,11,155,158,76,90,65,254,176,11
d1639,313,313,0,119,185,4,24,30,31,170,167,62,65,82,198,232,13
d1640,278,278,0,107,141,12,80,95,82,129,165,16,18,37,66,325,77
d1641,284,284,0,95,170,10,40,70,69,152,164,25,25,36,103,317,49
d1642,310,310,0,140,166,1,12,30,19,178,166,33,61,64,168,227,28
d1643,267,267,0,73,171,8,68,68,67,176,155,21,20,44,107,304,52
d1644,277,0,277,65,200,5,34,9,12,154,175,83,81,61,280,156,17
d1645,191,191,0,38,79,30,200,124,112,100,98,29,23,10,50,359,67
d1646,276,0,276,99,173,0,18,7,6,108,114,117,111,37,183,224,19
d1647,253,253,0,84,144,7,82,54,72,159,154,19,17,24,107,284,60
d1648,285,0,285,71,204,2,33,13,11,172,164,70,88,72,268,162,16
d1649,281,0,281,80,194,3,18,6,14,150,185,62,78,39,216,222,18
d1650,205,205,0,39,104,24,166,114,113,114,86,33,25,8,60,340,77
d1651,286,286,0,117,167,0,10,32,29,146,160,48,46,66,168,218,9
d1652,319,319,0,149,161,6,12,29,38,179,164,46,45,60,208,212,21
d1653,289,0,289,74,209,3,13,6,10,176,152,82,88,62,275,163,14
d1654,314,0,314,128,183,2,5,4,12,128,113,102,146,42,203,226,34
d1655,282,0,282,78,197,5,8,20,13,166,162,61,73,41,187,248,19
d1656,305,0,305,131,154,10,42,11,9,136,154,105,96,62,288,161,0
d1657,285,285,0,84,180,7,62,80,61,161,169,30,26,34,112,318,63
d1658,272,272,0,118,123,12,85,74,101,150,128,15,17,20,81,309,75
d1659,345,345,0,157,182,4,11,35,30,171,182,60,66,89,219,221,15
d1660,284,0,284,72,212,0,0,14,13,167,151,71,80,30,210,236,20
d1661,282,282,0,120,130,18,67,78,82,151,153,22,15,21,73,329,78
d1662,278,0,278,101,161,5,49,9,4,116,127,118,113,63,289,131,4
d1663,280,280,0,96,166,10,37,65,69,166,149,27,19,42,122,274,57
d1664,295,295,0,108,166,7,63,80,57,177,167,19,24,30,124,319,51
d1665,330,330,0,154,174,0,9,33,29,146,203,56,44,79,190,216,26
d1666,287,0,287,72,204,6,22,9,16,169,172,79,75,66,276,169,9
d1667,292,292,0,103,169,7,55,80,71,161,156,25,24,37,92,323,65
d1668,257,257,0,86,146,9,68,68,59,151,156,26,13,29,101,305,38
d1669,263,0,263,92,163,3,22,10,8,119,110,94,108,59,248,141,1
d1670,273,273,0,99,152,11,50,69,74,137,147,26,33,29,109,307,41
d1671,284,284,0,92,174,5,62,62,65,144,186,28,32,38,124,307,48
d1672,274,0,274,81,186,5,9,17,5,176,162,55,62,38,194,226,19
d1673,281,0,281,79,195,0,32,10,8,165,146,91,81,71,263,157,10
d1674,265,265,0,98,146,12,38,67,62,139,159,20,17,30,91,293,50
d1675,291,0,291,110,176,2,12,4,6,116,99,118,137,44,162,244,30
d1676,280,280,0,94,168,15,14,65,59,156,158,27,24,28,122,300,39
d1677,290,290,0,99,167,16,37,77,55,175,151,28,32,30,119,325,44
d1678,281,281,0,91,168,9,57,66,73,171,163,20,18,33,129,301,48
d1679,277,277,0,92,163,12,47,63,75,153,159,23,28,37,125,297,42
d1680,288,288,0,122,137,13,72,83,95,150,133,24,22,42,76,314,75
d1681,207,207,0,41,103,31,142,109,110,111,94,31,27,14,56,341,71
d1682,271,271,0,110,124,20,79,94,65,151,152,18,17,24,80,311,82
d1683,267,0,267,60,197,6,19,7,11,174,151,67,81,48,256,171,16
d1684,323,323,0,140,178,3,11,30,34,188,157,51,56,82,186,222,26
d1685,274,0,274,71,196,2,22,3,12,178,155,61,82,60,262,156,13
d1686,280,280,0,114,143,9,65,68,57,154,169,25,19,34,104,311,43
d1687,254,254,0,82,148,12,52,43,68,156,146,26,27,24,112,276,54
d1688,332,0,332,138,192,2,0,9,4,113,110,143,149,46,212,239,31
d1689,231,231,0,84,109,12,117,80,91,129,125,12,18,25,75,290,65
d1690,282,0,282,114,150,9,39,6,9,134,105,110,116,62,255,160,3
d1691,304,304,0,110,173,14,29,74,73,165,160,26,29,30,142,300,55
d1692,267,267,0,110,126,13,79,55,75,165,138,23,24,32,108,290,50
d1693,297,0,297,116,174,4,16,10,8,146,110,113,105,60,283,147,2
d1694,301,0,301,119,177,3,11,6,8,115,116,130,118,44,185,237,27
d1695,246,246,0,87,119,16,107,80,84,165,122,16,13,24,77,312,67
d1696,281,0,281,77,196,3,20,11,12,158,155,70,92,48,294,144,12
d1697,280,280,0,109,153,6,49,72,66,147,148,28,21,31,106,301,44
d1698,297,0,297,74,218,4,4,18,15,178,189,57,69,30,203,261,32
d1699,277,0,277,75,187,10,21,11,14,157,178,77,63,56,276,161,7
d1700,251,0,251,53,186,6,28,7,13,180,142,52,77,51,241,165,14
d1701,272,272,0,93,158,9,55,60,54,164,164,25,24,31,124,272,64
d1702,326,0,326,140,180,4,8,16,7,102,117,139,139,39,205,251,25
d1703,322,0,322,144,175,0,12,8,12,101,133,119,133,38,192,237,39
d1704,274,274,0,104,135,13,98,90,81,150,144,20,26,30,84,306,91
d1705,286,0,286,75,208,1,8,15,13,176,139,76,83,58,276,153,15
d1706,278,278,0,120,126,12,88,77,84,144,144,22,25,28,84,308,76
d1707,292,292,0,117,168,5,9,31,25,173,144,50,54,57,207,199,14
d1708,288,0,288,67,212,2,33,11,9,168,168,86,88,69,281,167,13
d1709,274,274,0,109,129,13,103,85,73,152,158,20,21,28,93,322,66
d1710,252,252,0,95,123,16,85,80,81,144,132,25,12,31,68,300,75
d1711,283,0,283,81,197,2,13,14,13,158,168,74,67,41,177,256,20
d1712,325,325,0,154,163,3,22,23,37,163,190,54,44,80,207,208,16
d1713,275,275,0,96,161,9,40,72,50,153,166,22,22,35,103,300,47
d1714,277,277,0,99,147,11,89,57,72,172,166,22,26,35,122,304,54
d1715,205,205,0,46,89,32,171,113,131,95,97,23,32,13,56,335,87
d1716,284,0,284,77,192,6,37,7,13,166,175,71,84,59,287,163,7
d1717,309,309,0,138,147,10,57,96,87,144,150,14,28,27,98,323,71
